ああ	kokoro.txt	25	1.0986122886681098	27.465307216702744
ああ	sorekara.txt	25	1.0986122886681098	27.465307216702744
ああ	wagahaiwa_nekodearu.txt	42	1.0986122886681098	46.14171612406061
ああなっ	kokoro.txt	3	1.9459101490553132	5.8377304471659395
あい	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あい	wagahaiwa_nekodearu.txt	13	1.3862943611198906	18.021826694558577
あいかわら	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あいかわらず	wagahaiwa_nekodearu.txt	4	1.9459101490553132	7.783640596221253
あいだ	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あいつ	wagahaiwa_nekodearu.txt	10	1.9459101490553132	19.45910149055313
あいにく	wagahaiwa_nekodearu.txt	3	1.9459101490553132	5.8377304471659395
あう	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あえて	kokoro.txt	3	1.3862943611198906	4.1588830833596715
あえて	wagahaiwa_nekodearu.txt	8	1.3862943611198906	11.090354888959125
あか	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あか	wagahaiwa_nekodearu.txt	2	1.3862943611198906	2.772588722239781
あかく	rashomon.txt	1	1.9459101490553132	1.9459101490553132
あからさま	kokoro.txt	1	1.0986122886681098	1.0986122886681098
あからさま	sorekara.txt	1	1.0986122886681098	1.0986122886681098
あからさま	wagahaiwa_nekodearu.txt	1	1.0986122886681098	1.0986122886681098
あかんべえ	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あがり	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あがる	wagahaiwa_nekodearu.txt	7	1.9459101490553132	13.621371043387192
あき	wagahaiwa_nekodearu.txt	5	1.9459101490553132	9.729550745276565
あきらめ	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あきらめる	wagahaiwa_nekodearu.txt	4	1.9459101490553132	7.783640596221253
あきれ	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あきれ	wagahaiwa_nekodearu.txt	3	1.3862943611198906	4.1588830833596715
あきれ返っ	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あく	wagahaiwa_nekodearu.txt	3	1.9459101490553132	5.8377304471659395
あくび	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あくび	wagahaiwa_nekodearu.txt	2	1.3862943611198906	2.772588722239781
あくまで	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あくまで	wagahaiwa_nekodearu.txt	2	1.3862943611198906	2.772588722239781
あくまでも	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あくまでも	wagahaiwa_nekodearu.txt	3	1.3862943611198906	4.1588830833596715
あくる	kokoro.txt	1	1.0986122886681098	1.0986122886681098
あくる	sorekara.txt	1	1.0986122886681098	1.0986122886681098
あくる	wagahaiwa_nekodearu.txt	1	1.0986122886681098	1.0986122886681098
あくる日	hana.txt	1	1.3862943611198906	1.3862943611198906
あくる日	wagahaiwa_nekodearu.txt	2	1.3862943611198906	2.772588722239781
あぐり	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あけ	hana.txt	2	1.0986122886681098	2.1972245773362196
あけ	kokoro.txt	1	1.0986122886681098	1.0986122886681098
あけ	wagahaiwa_nekodearu.txt	18	1.0986122886681098	19.775021196025975
あける	wagahaiwa_nekodearu.txt	5	1.9459101490553132	9.729550745276565
あげ	kokoro.txt	3	1.3862943611198906	4.1588830833596715
あげ	wagahaiwa_nekodearu.txt	10	1.3862943611198906	13.862943611198906
あげく	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あこがれ	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あご	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あさ	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あさっ	kokoro.txt	1	1.9459101490553132	1.9459101490553132
あさって	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あさま	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あした	wagahaiwa_nekodearu.txt	5	1.9459101490553132	9.729550745276565
あしらっ	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あす	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あすこ	kokoro.txt	3	1.3862943611198906	4.1588830833596715
あすこ	wagahaiwa_nekodearu.txt	15	1.3862943611198906	20.79441541679836
あずかり	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あせっ	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あせる	wagahaiwa_nekodearu.txt	2	1.9459101490553132	3.8918202981106265
あそこ	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あそこ	wagahaiwa_nekodearu.txt	1	1.3862943611198906	1.3862943611198906
あたかも	kokoro.txt	7	1.0986122886681098	7.690286020676768
あたかも	sorekara.txt	6	1.0986122886681098	6.591673732008658
あたかも	wagahaiwa_nekodearu.txt	11	1.0986122886681098	12.084735175349207
あたし	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あたじけなく	kokoro.txt	1	1.3862943611198906	1.3862943611198906
あたじけなく	sorekara.txt	1	1.3862943611198906	1.3862943611198906
あたたか	wagahaiwa_nekodearu.txt	1	1.9459101490553132	1.9459101490553132
あたたかい	kokoro.txt	1	1.9459101490553132	1.9459101490553132
